"Data Source","World Development Indicators",

"Last Updated Date","2016-08-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1272.44215141656","1321.16379862345","1276.15752313607","1412.43766734003","1384.90540143877","1426.09903578124","1434.55831649575","1453.63893980922","1440.41921759666","1583.96245280098","1650.80715496459","1753.820702733","1918.21381856448","2014.96087467303","2103.25139045993","1961.38968850718","1957.26783631967","1870.53430203035","1815.47410091846","1792.12107090159","1921.61594640751","2275.34885587017","2584.35321538578","2653.60813468111","2783.9749942816","2937.83566459942","2849.50093784514","2828.14756545093","2938.0117121235","3278.13788337199","3668.55577537067","3762.44448449055","3766.85767400562",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1519.32268341108","1607.24765029082","1727.59231252989","1874.03989980224","2044.12725122471","2174.85958151657","2385.61020017701","2593.93274609288","2780.99860509033","3025.71800963124","3460.08537209824","4232.64377403315","4934.91816805956","5518.73458839281","5842.31542513994","6267.95978770431","7156.83754654039","8557.21194965074","9853.17907624234","10229.8820676568","9764.36758607024","9402.58406568616","9792.67575708881","10294.4248435401","11602.4716061717","13930.0849433208","16990.1912287502","17923.0884707652","18748.5358796733","19466.2328550886","21092.3731565565","21573.1618826097","22645.1412894042","24188.0289612747","25279.6315270584","25396.0896336276","24432.5140754019","24764.6364292689","25774.1000995059","25785.0281904486","25666.825056603","27702.8552807778","31657.659540626","34861.871640187","36575.300155643","37949.1874147018","39542.0673595853","38883.6244600012","39891.714868105","41144.4432914677","42449.5059513985","43053.0540723225","42826.7657519832","41515.9426192434",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3330","4600","5120","5620","5940","6820","8060","9240","9710","9240","8280","8120","8420","10350","13120","15480","15050","15390","16160","17430","17590","17690","18150","18020","17490","16890","16400","15990","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37210","39560","52570","59970","67830","63710","66890","71850","80340","89210","92320","85430",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240","1190","1270","1500","1650","1600","1590","1620","1720","1780","1960","2330","3010","3930","4960","6520","8630","8810","8590","8610","8740","9260","9590","9500",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3080","2920","2650","2640","2610","2650","2130","1750","1710","1780","2100","2580","3410","4450","5800","7560","9590","9230","9980","11040","13330","14840","14330","11400",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","300","320","350","350","350","320","340","310","150","210","220","260","260","260","240","220","220","210","230","270","310","360","440","500","550","590","640","670","690","700",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","87.97881896385","95.3570339068962","106.134675862339","111.012654794442","107.067006350745","108.258501459163","105.532787794363","113.160981079343","119.812713014372","123.758243101075","127.628066007677","144.32196029563","167.138630343346","190.375615653773","184.64205969237","188.325026396162","208.192251480948","227.40469632945","273.217647405978","300.002037515129","294.008347202712","288.9418664915","286.566768221449","295.971174936731","314.25557631681","351.165574186043","389.14558739548","386.260220209878","383.084110397613","354.488527511595","355.806390246631","341.30865112733","355.354175948274","381.590351539752","413.35839093029","421.654840494608","423.150304913905","443.576712376949","451.203936702311","458.920501292846","465.359400552535","519.687501032227","605.825527685183","701.19193348831","779.333093317546","893.374545613239","977.140603170318","1086.78402051635","1190.7063709558","1318.48011606237","1416.99939193191","1453.59756571536","1495.78833996531","1532.93319922767",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","700","990","1370","1760","3520","5160","7830","8480","9080","11520","14330","16940","15370","12700","10660","9160","8550","7520","7410","6950","7230","8010","8520","8110","7690","7710","8020","8250","7870","7570","7860","8130","8150","8870","10530","12460","14160","15830","18380","17940","18470","20450","23690","25230","25500","23550",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120","120","120","120","120","120","130","130","150","160","160","190","250","320","370","410","420","460","480","490","470","430","390","400","550","800","790","720","530","440","340","300","310","390","380","370","320","320","320","330","360","400","470","560","710","880","1080","1130","1200","1410","1650","1670","1710","1840",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","270","250","260","250","270","300","360","440","480","470","460","570","630","640","590","470","430","430","500","640","730","730","710","710","750","710","590","560","540","540","530","530","510","490","470","550","670","770","800","870","980","1030","1040","1030","1040","1040","1040","1000",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","500","540","590","660","750","850","960","1090","1280","1610","2090","2670","2940","3030","3390","4000","4720","5370","5680","6160","6920","7090","7320","8070","9300","10300","11450","12980","15320","17760","20780","23610","25640","27750","24010","23410","23670","21990","21760","23110","25650","28370","32080","35660","36680","37080","44790","48530","51300","54470","55330","52090",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","750","830","900","890","1440","1320","1220","1010","930","840","840","860","900","970","960","980","820","910","1120","1520","1830","1830","1940",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","160","170","170","160","150","160","170","180","180","210","250","270","240","230","260","340","400","400","390","330","320","260","190","190","190","230","200","190","150","180","180","200","230","220","190","170","160","170","230","300","310","320","340","400","470","490","470","500","520","730","770","630",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","390","440","480","530","610","710","780","760","730","690","680","700","720","760","820","870","860","900","950","1080","1220","1370","1590","1730","1860","1950","2040","2160","2230","2310","2470","2660","2870","3040","3250","3460","3390","3450","3600","3730","3850","3890","3940",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26370","26090","30370","36960","41830","44440","47670","52140","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850","2800","2390","1530","1450","1430","2260","3070","3630","3970","4580","5650","6040","5850","5910","5700","6050","5840","5500",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","122.184479315845","129.294494963956","135.41130081074","143.940574330128","148.909135181032","152.123327576475","158.75520969082","172.55301154487","194.483276088767","207.499679724096","221.198369726689","256.080811488348","335.678983542213","390.841787505373","419.919695184968","432.774893653021","458.299458795481","537.52176429109","641.720321239103","694.236398565203","663.619081655673","568.39736945035","524.510481855218","488.910338773922","491.097816047418","545.026904673557","620.08665062645","625.755248988932","598.069353650051","589.370596774517","569.98887363045","548.523158881492","527.588251862767","544.267150526567","562.858732820927","573.68287607018","536.010177238378","517.785498537197","504.072575952056","491.842595442878","485.384813941943","530.033745350325","662.219470689519","801.563438602648","921.734595698265","1027.01238540454","1143.73177982046","1177.32515249917","1280.18367773912","1402.21601453889","1616.80695293388","1691.16414898367","1727.47460096315","1626.94735803478",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1060","910","820","970","970","790",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","122.202963250465","129.315534020057","135.433594639459","143.958896428744","148.934285143201","152.144205014432","158.773278753601","172.562285780103","194.487880291642","207.512325967862","221.221833238102","256.121240466479","335.721149030157","390.883809529709","419.959466454175","432.800974333638","458.375097279765","537.683672023061","641.910754908242","694.43968405273","663.823364342652","568.604737137933","524.730485184709","489.17897165621","491.397677890683","545.395340116606","620.544357277415","626.285374679542","598.663754676214","589.981945295011","570.699129049","549.285571784153","528.373519029126","545.029963021742","563.645016907595","574.531849688302","536.856938568866","518.627794339334","504.901803251916","492.654998918624","486.145923270303","530.835501943496","663.182127634888","802.692868885517","923.000136287733","1028.2050263468","1144.78422162807","1178.25487638273","1281.09935731391","1403.15593544634","1617.82342446178","1692.28442428742","1728.63453566338","1628.16720704512",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5510.97775462148","6470.90811561681","7663.65469641939","8875.66581758107","9986.95673457895","9764.72844989916","10169.9072813267","10884.3750151481","11940.8620635796","12897.4624816054","13081.6247204008","12411.9271575495",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590","670","780","900","950","1040","1130","1190","1260","1360","1540","1670","",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","1560","1920","2080","2280","2530","2480","2330","2290","2280","2340","2320","2890","2270","1430","1120","1010","","1080","1320","1640","1850","1940","1780","1870","1370","1720","1980","2620","3240","4060","5110","6460","7110","7780","8070","8760","9180","9590","9300",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200","5000","5400","5410","5360","5520","5710","6000","6930","9000","11280","12850","14830","17160","17110","17590","17240","17520","18060","17950","17310",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11300","11050","11370","11350","11000","10990","12700","15700","18440","19950","21870","24610","24370","24540","24600","23290","23210","23560","22610",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4500","4890","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30390","31380","31120","30910","31220","29390","28740","32410","39390","45350","48650","52190","55600","51900","53900","56090","58680","61340","60590","57810",
"Swaziland","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","290","360","450","","","","","","","","","","","","","","","","1230","1290","1500","1520","1510","1750","1850","1870","1650","1640","1520","1480","1260","1340","1710","2390","2560","2720","2770","2670","2600","3010","3460","3680","3550","3230",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","620","770","870","910","870","1160","1730","2080","2260","2240","2120","2150","2410","2650","3210","3970","4530","5000","5180","5930","6350","6560","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12270","11130","10220","10190","11060","12240","13510","14090","14760",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","230","250","270","250","280","300","370","360","400","500","500","710","960","1080","1050","1170","1280","1560","1750","1740","1700","1640","1690","1480","1270","1190","890","910","990","1110","1070","970","900","860","860","920","890","970","1110","1210","1240","1390","1530","1650","1860","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","190","210","340","470","530","630","700","830","910","890","960","980","980","880",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.1727888810691","78.4205977654896","87.2376254026891","98.9061075409647","107.054619477382","101.021942359064","97.7730936550688","109.471782885292","122.641306099544","125.912520800184","133.051923622967","160.921259714452","188.506415250405","219.545606452046","214.770059294218","228.69976465959","244.633112848226","269.381640661198","297.80595954225","316.319252667655","314.147458668878","312.704949844844","328.492003179641","350.40607929541","370.703747291711","386.874768065572","408.199688236407","412.027476850792","429.983379576153","454.98985241183","506.040206304899","554.972199921767","619.644945750142","709.389886435211","825.010101833609","894.121587391186","839.278339762038","863.164267245768","922.077502587255","989.946895681664","1069.56363304091","1226.6192490421","1441.74220788114","1659.10066418317","1918.02118940441","2299.71617433848","2801.83318730737","3252.61528554351","3797.15982687852","4371.06343032669","5110.03315374736","5750.17822137185","6222.85926149699","6475.06818660204",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2311.26713970324","2185.33429752884","2150.30376022128","1981.85442461566","2051.19564813596","2117.63553869849","2222.35329264669","2090.6783051072","1970.89222239697","2060.06017527467","1995.0580183484","2153.48003531498","2520.45597992454","3212.98694562156","4062.03469363466","4968.49898232037","6120.2428039489","7449.71608013305","7393.2818771116","7854.43930874156","8377.62200379709","9348.15591303786","10073.6711421814","9982.80558217845","8699.34742319745",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","410","330","300","300","310","350","330","320","300","270","250","290","330","360","380","400","400","440","450","460","480","500","550","540",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2140","2400","2750","2970","2690","2090","1990","1990","1970","1980","2170","2520","2770","3080","3520","3990","4160","4610","5000","5610","5830","5780","5620",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340","290","230","200","170","170","180","180","170","160","170","210","270","320","370","440","570","660","730","790","890","1000","1350","1240",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","690","610","610","550","560","620","600","650","750","990","1310","1600","1960","2330","3050","3570","4110","4790","5660","6690","7530","7510",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","379.809251284119","401.328639925958","431.771112256129","452.07511042641","476.121455680737","489.682484011411","524.520005313872","556.97860253723","591.239433200872","646.647297243242","710.99657168685","870.508622727867","1106.7942859888","1277.57385198019","1348.15803862112","1388.35210176666","1517.90738658446","1787.62852684725","2099.81470927159","2247.19431501576","2105.88303832626","1857.16883805886","1755.25050146887","1705.0065656633","1770.99133510416","1902.49052457558","2024.58942142305","2140.30554822684","2252.81400734862","2619.6075307211","2919.14336493961","3147.26004125103","3370.9397839488","3558.5103757655","3888.95874369417","4176.57829011971","4145.886939204","3927.26856798807","3993.85621183056","3875.3968495505","3610.83459802487","3591.21174575741","3935.97174823281","4459.85505020687","5118.75755734148","6039.16239991647","6961.66392879387","7152.52307640888","8036.0404237591","8827.74459795741","9670.28294813496","9960.29925313151","9864.14024797768","8883.57929212629",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1251.26006403254","1392.51938724687","1482.20019797711","1517.31547109702","1526.52333400734","1580.71141876124","1618.56177269692","1625.02143386842","1736.54302571323","1914.30979275871","2171.0984614304","2439.99047861977","2857.60139837345","3370.24712736144","3680.80744414749","3982.08807594961","4098.82060687762","4579.75611642968","4791.32725421709","4616.53877400588","",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","700","740","910","1340","1860","3010","2370","2770","3630","3940","3680","2670","1920",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","860","1070","1160","1220","1350","1450","1530","1820","2010","2280","2260","2210","2140","2030","1920","1880","1950","2250","2500","2720","2810","3170","3300","3550","3830","4210","4300","4260","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","87.97881896385","95.3570339068962","106.134675862339","111.012654794442","107.067006350745","108.258501459163","105.532787794363","113.160981079343","119.812713014372","123.758243101075","127.628066007677","144.32196029563","167.138630343346","190.375615653773","184.64205969237","188.325026396162","208.192251480948","227.40469632945","273.217647405978","300.002037515129","294.008347202712","288.9418664915","286.566768221449","295.971174936731","314.25557631681","351.165574186043","389.14558739548","386.260220209878","383.084110397613","354.488527511595","355.806390246631","341.30865112733","355.354175948274","381.590351539752","413.35839093029","421.654840494608","423.150304913905","443.576712376949","451.203936702311","458.920501292846","465.359400552535","519.687501032227","605.825527685183","701.19193348831","779.333093317546","893.374545613239","977.140603170318","1086.78402051635","1190.7063709558","1318.48011606237","1416.99939193191","1453.59756571536","1495.78833996531","1532.93319922767",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","122.202963250465","129.315534020057","135.433594639459","143.958896428744","148.934285143201","152.144205014432","158.773278753601","172.562285780103","194.487880291642","207.512325967862","221.221833238102","256.121240466479","335.721149030157","390.883809529709","419.959466454175","432.800974333638","458.375097279765","537.683672023061","641.910754908242","694.43968405273","663.823364342652","568.604737137933","524.730485184709","489.17897165621","491.397677890683","545.395340116606","620.544357277415","626.285374679542","598.663754676214","589.981945295011","570.699129049","549.285571784153","528.373519029126","545.029963021742","563.645016907595","574.531849688302","536.856938568866","518.627794339334","504.901803251916","492.654998918624","486.145923270303","530.835501943496","663.182127634888","802.692868885517","923.000136287733","1028.2050263468","1144.78422162807","1178.25487638273","1281.09935731391","1403.15593544634","1617.82342446178","1692.28442428742","1728.63453566338","1628.16720704512",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","680","730","760","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","4760","5810","6700","6130","5950","5890","5090","4480","3930","3630","3710","3850","4030","3840","3810","3890","4230","4500","4620","4880","5420","6080","6760","8070","9690","11210","13290","14990","17330","16190","15770","14160","15270","17710","18380","18600",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","240","250","270","310","400","460","610","770","820","850","940","1130","1360","1420","1280","1180","1180","1160","1140","1270","1340","1310","1430","1480","1700","1700","1740","1820","2010","2160","2190","2300","2310","2280","2210","2480","2930","3190","3360","3560","3880","4110","4170","4000","4110","4160","4160","3970",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","540","560","650","860","1120","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1440","1740","1860","1920","2300","2580","2930","3140","2680","2850","2920","3190","3410","3530","4200","3470","3470","3800","5060","6510","7520","8510","9350","9140","9960","10450","10700","10800","10630","9950",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3330","2530","3310","3740","3930","4710","4910","5130","4720","5080","5650","5840","5720","",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","180","180","170","160","170","190","210","250","280","300","300","310","330","360","410","450","510","580","640","700","740","780","850","920","910",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","190","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","250","270","300","340","380","430","500","550","610","630","640","670","670",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","1520","1420","1230","1010","920","860","890","850","760","700","730","790","980","1270","1540","1950","2570","3220","2840","2990","3110","3500","3780","3530","2620",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","144.01106669241","156.696187272733","173.359144673481","189.129065509353","200.75219981191","203.493746611079","213.722449990916","233.854976516461","255.829754212017","270.218392253222","298.713114933065","365.587087548129","453.106936013172","544.073644198371","584.073311025319","611.454359878791","659.063302762892","764.466576050991","868.378945386972","931.554513189593","912.809524407077","845.25100049505","844.135693199438","874.234001681901","923.624800844063","985.662498833543","1033.03162571375","1070.78464721935","1145.72697324922","1264.15568071946","1300.26161517795","1351.28270206249","1400.57979098318","1512.80120989438","1664.92943033998","1785.900444918","1745.82619736687","1708.43961110173","1789.48578575353","1803.29309948273","1883.11961140959","2061.52317919637","2423.20847252654","2852.84487672876","3343.07529870389","4016.82730934699","4790.1254069629","5162.05740521289","5832.63139624834","6508.6016837863","7406.82055101966","8052.24335972479","8363.25699868","8113.33241146699",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7050","6500","5140","4240","4130","4720","5380","6370","7690","8770","10390","12000","13910","15580","16210","15720",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5360","5700","6290","7310","8000","8530","8980","9610","10790","12230","13410","14400","14230","14590","16230","17510","19160","21460","23580","23860","24150","24370","25780","26480","27750","29150","30380","31390","32150","33780","36070","36840","37470","39950","43680","46340","48080","48640","49330","48050","48950","50450","52520","53670","54400","54960",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","600","760","960","1130","1300","1510","1700","1910","2070","2150",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1340","1460","1660","1950","2030","2110","2230","2540","2680","2640","2890","3000","3070","3180","3300","3470","3650","3940","4380","4730","4950","5460","5590","6210","6270","6030","6070","6350","6540","6610","6670",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1050","1080","1050","1000","930","950","1010","1030","1110","1140","1240","1500","1920","2390","2780","2960","3220","3680","4140","4640","4560","4300","3810","3450","3380","3150","3230","2430","2560","2580","2740","2720","2620","2910","2960","3350","3340","3530","4070","4540","3940","3450","4050","4920","6050","7520","9230","10150","11530","11790","12500","11780","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","4170","4510","4830","5210","4690","4930","5440","6620","8000","8620","7960","8300","8640","8930","9850","11550","12590","13660","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220","130","110","130","170","200","260","310","350","360","370","400","430","460","510","590","680","760","850","1000","1120","1270","1390","1550","1740","1900","1980",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","850","800","810","860","960","980","860","990","1090","1200","1090","1120","1210","1170","1270","1280","1310","1420","1420","1430","1370","1230","1360","1590","1780","1990","2130","2530","2620","2690","2860","2950","3200","3160","",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1520","1740","1940","1960","1580","1390","1300","1390","1480","1660","1570","1600","1660","2110","2310","2560","3070","3060","3090","",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","479.019496295172","504.737256566384","540.479867637178","581.289913513897","623.433134098129","650.719475209029","698.857349264871","753.643856090526","802.549277345321","862.026165879323","968.225019821332","1169.9897290486","1371.618243484","1539.4707505115","1620.49556922843","1716.32998292574","1925.25199622731","2271.71287147083","2598.88165287258","2700.50203576459","2565.15315565125","2430.18597637212","2475.79468901225","2557.89512196478","2819.41137032573","3287.58998240363","3884.56946353263","4038.83227138407","4192.01843868075","4336.46408772463","4647.08761986994","4730.58399187792","4920.07215709985","5216.12012687392","5457.80544758438","5501.40390287265","5261.8008842445","5266.33098321889","5441.35053856524","5416.85982541892","5377.44781107209","5780.11379663475","6593.16501349146","7308.18398305412","7797.43952634114","8316.52136633218","8910.67056549731","8937.60609338698","9362.52322156025","9833.22395410373","10415.8168642487","10758.1047298237","10799.1940250707","10437.270854936",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1520","1550","1570","1600","1630","1630","1720","2100","2370","2560","2850","3050","3020","3230","3590","3860","3960","4050","3930",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","450","370","310","290","320","370","370","420","470","510","530","600","690","790","930","1100","1260","1250","1060","1180","1300","","",
