"Data Source","World Development Indicators",

"Last Updated Date","2016-08-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"East Asia & Pacific","EAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","141.459413151554","154.8122757156","173.261422389873","191.87505229388","211.465849757809","222.662856719165","241.730812982281","275.276850193176","300.884752866491","329.586055175232","388.136324950012","493.234294772189","598.246769764939","697.960041879736","723.4881226657","783.524424409276","926.831266125049","1123.58380776163","1277.36194458156","1329.10520156536","1283.08826494017","1247.75516998536","1284.66144895249","1377.3696456147","1577.88012327745","1917.27921076469","2453.5734654352","2640.08368412195","2752.56324575778","2854.1276009555","3052.42178093425","3315.17949027216","3626.60412347731","4058.31278926879","4247.34932362287","4138.84019622802","3608.69100990398","3572.46681455238","3762.13403516285","3847.65306047722","3807.34635069451","3995.33908562148","4491.41889396326","4909.58318643125","5198.96951880171","5578.60334110906","6090.89212835885","6429.48903505268","7232.46965500273","8005.83866891755","8968.09341412666","9547.43322768045","9735.06345845685","9602.44191669889",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294.43519512253","2168.92295341177","2090.13003533469","1873.38204921752","1903.98794523481","1914.61713601267","1985.69797722337","1826.87130705039","1689.60273656379","1767.33942563369","1689.65518224212","1844.7988833152","2180.50741157238","2859.27107955336","3679.67627406416","4565.81820570149","5679.85068564675","6947.10414661662","6836.66569626764","7326.30870644813","7886.76650275399","8932.81247516973","9716.74734012434","9606.76795660789","8226.45221847864",
"Europe & Central Asia","ECS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1721.46824621988","2180.76550969731","2659.45108921724","3065.18381232799","3241.36162013448","3458.00707820887","3907.07968794742","4829.68811545366","5779.67242360246","5804.80117752214","5313.95033420623","4753.9612518918","4586.30503426627","4571.58202544915","5227.11151533024","6607.01808049091","8472.72729885557","9045.5541195252","9710.01674132827","10322.3799308778","11388.8637107625","11212.9803389013","11406.3289985133","11969.6512995344","12653.7322511343","12833.7692941952","12436.3329340156","12310.2086645892","12397.0335399633","11988.2896189583","11924.1075020234","13499.6808355284","16440.9311617836","19078.1949287687","20677.1949608821","22431.3835918269","24394.8406830102","24123.4844312902","24350.0044319166","24753.8110120457","25049.0563074623","25599.5212389476","25560.4207571477","24146.9515774745",
"Ecuador","ECU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","210","210","220","280","340","460","470","500","520","510","510","600","830","1090","1290","1370","1560","1830","2140","2480","2430","2140","1930","1830","1780","1640","1530","1390","1370","1480","1600","1670","1820","1970","2080","2190","2170","1790","1540","1550","1740","2130","2560","2900","3120","3330","3880","4090","4410","4900","5410","5810","6090","6010",
"Egypt, Arab Rep.","EGY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","170","180","200","220","230","250","270","290","320","350","380","390","420","500","530","550","550","570","600","640","790","800","780","750","730","740","740","820","920","1020","1130","1210","1320","1420","1450","1360","1290","1230","1240","1330","1550","1860","2140","2390","2590","2850","3040","3210","3340",
"Euro area","EMU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1093.69000892212","1195.59401684968","1317.48430733035","1455.06221025903","1594.60948088144","1729.54678421551","1882.76936837269","2067.67329219089","2260.36020773545","2483.88446530763","2892.28259819306","3711.73532310331","4600.33647867737","5309.76120644805","5632.26481305724","6047.55109840793","6867.84580258932","8519.46977931685","10226.2923474317","10127.4575438455","9176.35179301903","8181.33018534276","7953.68771981455","7962.44165823125","9186.42964388972","11735.0501476456","15247.3392683415","16349.713148989","17625.949423722","18885.6858194184","21206.9858793106","20882.5337304164","21427.3085823637","22569.7660376135","23846.5058895717","23831.0514377771","22783.764720024","22374.8196743152","22157.1511418714","21212.4687279229","20689.4204345174","23317.5160829627","28332.4396242689","32471.1309415875","34618.1049444605","36809.2709728662","39608.1200836592","39646.755481241","39825.8439684467","40121.8870846512","39246.6973972428","39228.9650225605","39105.7214847701","37437.6881329897",
"Eritrea","ERI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","190","200","220","220","210","200","200","200","200","230","260","280","280","280","330","380","480","","","","",
"Spain","ESP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","500","570","640","730","840","930","1010","1110","1170","1310","1600","2100","2750","3270","3460","3660","4040","5010","6230","6320","5690","4870","4590","4570","5410","7120","9430","10720","12220","13720","15660","15090","14580","14970","15740","16020","15650","15660","15900","15580","15580","18060","22120","25930","27970","29920","32440","32770","32130","31140","29850","29540","29380","28520",
"Estonia","EST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4150","4320","4620","5710","7480","9710","11500","13500","15050","14470","14580","15880","17040","18390","18980","18480",
"Ethiopia","ETH","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","210","200","190","230","280","270","250","260","250","220","210","160","150","150","140","130","120","120","130","120","110","130","160","180","220","280","340","380","390","410","470","550","590",
"European Union","EUU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","1932.44749248518","2131.46582552578","2481.65597311938","3155.10456236534","3846.24287609268","4424.7253817535","4674.0644329346","4994.55077138751","5662.66617795981","7028.83729416321","8463.57857030614","8516.94578115402","7827.06311520981","7008.15491076256","6770.42945481981","6763.55338652005","7771.08563025018","9876.00826284822","12757.2142225625","13677.0126884986","14708.9195258179","15694.4460634376","17584.6443105927","17336.4876566664","17825.1033729316","18732.7837283252","19862.4350363963","20103.2970265448","19586.3555416143","19491.7958388176","19563.4819243777","18915.2545299802","18674.2215639853","21046.0464214931","25481.0268037777","29277.4004091809","31317.1364695415","33504.892889228","35968.0316909907","35501.2639588233","35431.004330252","35694.7585624466","35289.8779886963","35557.1838377594","35663.7259435359","34434.6105810669",
"Fragile and conflict affected situations","FCS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662.561033453752","766.602966204832","854.664610815199","997.701507763233","1197.36409626288","1307.71499724483","1388.21100760006","1311.85470727146","1601.28856222763","1704.0751355305","1646.63773002141","1523.59010515236",
"Finland","FIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1370","1470","1620","1810","1970","2060","2090","2270","2470","2690","3170","4030","5130","6320","6840","7190","7910","9540","11450","11980","11700","10840","10790","11130","13010","16480","21540","24110","26000","25090","24170","20680","20170","22030","24970","26650","25790","26040","26420","25780","25510","28680","35200","40100","42740","46040","49920","48590","49330","49910","48670","49080","48830","46360",
"Fiji","FJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","290","300","290","300","340","350","350","400","440","530","720","930","1120","1220","1300","1360","1660","1870","2040","1800","1580","1660","1580","1790","1770","1790","1790","1790","1790","1990","2090","2230","2460","2660","2580","2300","2350","2230","2140","2170","2420","3030","3590","3630","3830","4020","3870","3650","3610","4020","4660","4870","4800",
"France","FRA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1560","1700","1880","2040","2210","2370","2560","2820","3010","3240","3670","4690","5780","6700","7120","7790","8810","10810","13080","13200","12060","10470","9840","9800","11350","14490","18540","19510","20660","21550","24010","23760","24550","25910","27270","27090","25970","25560","25150","23940","23180","26020","31500","36000","37960","40250","43510","43760","43790","44220","43020","43500","42820","40580",
"Faroe Islands","FRO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2120","2130","2210","2150","2110","2010","2060","2210","2250","2270","2380","2440","2550","2550","2550","2560","2770","2870","3050","3220","3280","3200","",
"Gabon","GAB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","340","410","340","360","420","440","460","530","570","610","680","900","1690","2860","4430","3990","3070","3500","4580","5270","4820","4250","4290","3850","3830","3410","4140","4560","4810","5160","5110","4420","4130","3900","4090","4260","3930","3270","3090","3420","3600","3870","4320","5580","5750","6630","7480","7880","8250","8650","9850","10270","10410","9210",
"United Kingdom","GBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","2280","2560","2980","3640","4060","4540","4680","4880","5540","7050","8880","9920","9930","9180","8630","8530","9540","11840","15080","16190","17270","18020","20000","19910","20410","20790","21880","23400","24810","26170","27400","27220","27580","30570","36140","41150","43480","46240","46990","42820","40480","40190","41010","42040","43350","43340",
"Georgia","GEO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","540","510","540","650","790","820","780","750","720","770","910","1120","1410","1790","2240","2670","2800","3000","3300","3870","4240","4490","4160",
"Ghana","GHA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","200","210","230","250","250","230","230","250","270","260","280","320","310","290","310","360","390","430","420","360","320","340","350","400","420","440","410","400","420","440","420","380","380","380","400","400","400","340","300","280","320","390","470","610","800","1170","1210","1260","1410","1570","1740","1590","1480",
"Gibraltar","GIB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430","420","430","430","460","470","470","470","470","470","430","420","380","340","330","320","350","340","300","310","340","380","390","400","430","450","470","470",
"Gambia, The","GMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","110","110","110","120","120","150","190","240","240","250","280","330","400","410","350","320","300","310","310","330","310","310","320","410","550","750","730","740","750","730","710","690","670","600","480","420","420","400","410","450","520","580","590","520","520","500","460","",
"Guinea-Bissau","GNB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","120","130","150","160","150","140","150","170","140","170","180","170","170","180","150","160","170","190","210","230","220","210","200","210","220","220","150","150","190","230","280","300","350","390","410","430","480","520","540","600","590","600","590","590",
"Equatorial Guinea","GNQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","140","140","150","170","180","230","270","260","290","300","420","410","300","280","400","970","790","920","880","1040","1470","1390","2040","4660","9320","12110","13150","8700","7880","9720","12460","11890","10210","7790",
"Greece","GRC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","630","710","790","890","980","1070","1180","1330","1500","1700","1990","2490","2840","3470","3750","3930","4590","5640","6490","6360","5900","5270","5130","5010","5350","6130","7580","8300","8960","9830","11180","11120","11590","12390","13410","14080","13790","13360","13310","13050","13130","15680","19550","22730","24510","26340","28610","29280","27680","25020","23860","22810","22040","20290",
"Grenada","GRD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","890","","","","","","","1370","1700","1920","2120","2250","2430","2510","2480","2590","2660","2790","2870","2990","3340","3860","4140","4720","5370","5440","6760","6530","6940","7370","6810","7050","7180","7160","7510","8080","8430",
"Greenland","GRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1890","2440","3130","3800","4330","5140","6160","7550","9270","9100","8020","7270","6740","7060","8540","11470","15170","16970","15690","16510","17440","16600","17830","19470","20780","20540","20440","19740","20290","19390","18760","21310","25830","29970","29540","35110","25000","19290","","","","","","",
"Guatemala","GTM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","260","280","290","290","300","300","320","330","350","360","390","450","530","600","670","780","890","1050","1170","1200","1130","1080","1100","1130","1040","1000","960","960","930","960","1020","1130","1220","1350","1430","1520","1610","1640","1660","1600","1610","1680","1850","1990","2140","2350","2560","2590","2680","2830","3070","3290","3440","3590",
"Guam","GUM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","250","280","310","320","340","340","360","360","390","400","430","550","680","670","610","610","660","750","730","580","510","470","510","530","460","480","370","390","390","440","500","610","740","860","910","880","890","880","870","890","920","940","1060","1340","1790","2410","2650","2900","3190","3600","3940","4030","4090",
"High income","HIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1536.14106269849","1623.89756209242","1743.47982455124","1889.34289229086","2059.78380824165","2189.00262697099","2398.58480738828","2605.93230453943","2793.32859434481","3041.48699089206","3476.8641950662","4249.44881629362","4968.86598183134","5560.32368160599","5906.92158681142","6331.88273797805","7221.12479847667","8641.92585585686","9965.62196156073","10384.1949130813","9900.24886134014","9501.70094372511","9851.40206376877","10312.7759169053","11591.7070828628","13863.2459960295","16862.4220046345","17790.1043293361","18618.5134058171","19360.4907284266","21033.248001179","21531.3347553039","22595.9781337507","24075.290771734","25177.4671408735","25311.038863441","24339.4266901762","24628.4617573514","25618.9575546689","25595.6653171185","25450.821282999","27428.2370694187","31303.0785224402","34472.8587956796","36211.6013074812","37640.2653755996","39278.1807317148","38577.0474213249","39537.9824256963","40791.5308717237","42195.3599403889","42880.6378447038","42704.7740535446","41366.333874894",
"Hong Kong SAR, China","HKG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","710","740","840","930","1060","1300","1750","2170","2450","2900","3340","3930","4700","5730","6360","6290","5890","6170","6090","7230","9070","10770","11550","12660","14320","16560","19490","21770","23500","24020","25910","24800","25800","26930","26350","25270","26340","28120","28890","30290","32070","33950","32350","33620","35690","36320","38520","40320","41000",
"Honduras","HND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","180","190","210","220","230","250","250","260","270","290","320","360","380","420","470","550","630","690","740","700","680","720","780","830","930","960","870","690","620","610","650","630","640","660","720","750","790","920","1030","1130","1200","1290","1390","1470","1620","1780","1840","1920","2090","2200","2250","2270","2270",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","132.004493569222","136.759638888844","142.954237756976","161.315453513224","199.74180090861","232.433555602989","245.792278969077","260.783156515878","292.824500207576","335.78033699164","370.759711113971","392.64986749623","363.441888360259","320.138757369986","305.46439751247","306.824370515985","344.257515689934","398.565023007019","417.773777608614","394.512719688251","362.599701199806","346.704004780979","333.62821084073","320.513250216349","288.157315618717","292.367143005619","301.090809624067","309.368527335172","303.623883492772","301.707651341681","297.790757469344","292.530139725151","296.093965846454","317.095067883202","364.089264271725","414.397752748959","460.276514420058","523.044770305626","613.707386289505","667.164649576201","703.699491484158","738.827597402445","789.970373102934","837.395818284476","864.153753007123","856.523601177111",
"Croatia","HRV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5470","5440","5110","5290","5190","5470","6490","8270","9870","10990","12350","13970","13810","13750","14050","13460","13470","13000","12690",
"Haiti","HTI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380","420","470","550","620","680","650","700","750","800","820","820",
"Hungary","HUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3690","4070","4290","4400","4450","4460","4530","4660","4820","5310","6670","8690","10430","11290","11810","13200","13270","13090","13050","12850","13350","13340","12990",
"IBRD only","IBD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","145.042664234056","156.520909918574","172.443488806212","185.596970737019","193.127694992694","193.339482214257","198.598583240694","215.859682314838","232.670903693677","246.539497931392","267.008156897013","323.413386834144","400.997846598544","471.826465287388","493.423169880289","514.616819762619","557.765860643744","642.257009303599","740.150030015327","794.072375008769","775.421161323944","728.1332693895","720.748616037941","736.522040041002","777.627813159214","838.627979648489","888.994464084035","901.10140969165","950.904172371811","1015.70603497685","1068.43602828435","1111.33566203703","1158.44852609951","1243.72337447499","1365.29920965779","1452.28296305468","1404.70884741538","1377.92837892008","1426.2548621029","1435.94824274681","1453.75544613663","1588.11075315321","1851.38153706153","2169.08167793171","2516.94708451964","2997.88960634796","3538.50694852184","3809.47866205669","4270.83676337132","4738.9362115296","5341.26295550615","5748.70108060468","5920.51180520253","5755.6851111404",
"IDA & IBRD total","IBT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","133.87502460002","144.028745013599","157.660374212966","169.451757540638","176.459583424659","176.986668057713","181.952855260979","197.629740116315","213.826797037317","226.260603028619","244.346771264698","292.780018396702","363.480496625873","427.131812707106","448.706255628304","468.031450673095","506.129427765568","582.369193655737","670.649424986451","718.152344997705","699.381572127987","651.596536907505","639.54492717081","650.286312866017","684.12579502099","738.010942040123","781.998873661325","788.716975837839","823.742679687605","871.145919295007","911.253839262956","940.603412550528","972.613711498757","1040.41304588505","1138.10605034188","1207.69512983726","1167.8173896236","1144.92836900341","1181.37836815528","1187.6378405405","1200.82893964728","1308.34141211039","1523.13805720803","1775.73922553338","2052.37283193916","2430.53237335518","2859.39469475767","3071.08367155896","3430.88942867537","3793.37421785756","4273.08071370554","4588.98322504099","4724.65506090667","4592.9644165598",
"IDA total","IDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","167.183972479401","210.809604681275","246.083690090683","270.804148818837","284.648376105408","304.069837592771","350.231151506405","403.84473483215","428.521916850597","410.346722794047","358.741914025374","328.563745279611","321.642137029176","330.137786254258","360.932644892502","384.949583585613","374.463042414563","357.242546385528","347.613234299902","346.505203864492","332.494180682225","316.870928825561","330.507125659528","352.933288073931","371.020261480567","366.203909146437","365.722845634525","370.685439491092","374.910815074699","382.728809403265","413.707365334564","486.031665691951","546.4120211809","616.63970776093","696.289005029826","807.698353803949","866.972796648515","954.427829347352","1040.43059373067","1203.42503233101","1298.7525519971","1376.70881005367","1379.40161971914",
"IDA blend","IDB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455.796288973011","468.356657959706","484.190102575711","530.55348997754","645.87832994579","725.608908847479","839.626937979784","948.800152999292","1102.44449562241","1163.96023376916","1323.63124879013","1490.33849818691","1830.37638038064","1995.17443157347","2141.48830434143","2130.9401662326",
"Indonesia","IDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","80","90","90","100","120","170","230","280","330","390","420","500","570","590","570","550","520","520","510","530","560","610","610","670","800","880","990","1090","1100","660","570","560","670","720","900","1080","1220","1380","1600","1940","2150","2530","3010","3580","3740","3630","3440",
"IDA only","IDX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","322.322471463363","283.100245350758","269.388075016158","271.758192514992","305.622453508768","351.554327128126","369.568489168874","355.524056478089","338.933221207261","328.100844366255","318.836290506124","304.94163216504","281.515392105948","289.818777792555","306.056762192577","321.096465061374","322.386152202142","323.013522852657","324.298821855257","323.422313222854","326.553437637448","348.705112838174","395.321554844904","445.382528142032","490.032621004616","553.540115735066","641.651398242324","701.528787931955","746.594895064665","785.606929110447","844.762757859751","901.032505135508","939.882586056062","952.583493703101",
"Isle of Man","IMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17050","18820","21350","21920","22330","23340","27070","33330","38690","43240","61240","69570","74380","72040","72670","78840","83920","","",
"India","IND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","110","110","110","110","100","110","120","120","130","150","170","190","180","190","210","230","280","300","290","290","290","300","320","360","400","400","390","350","350","330","350","380","410","420","420","450","450","460","470","530","620","730","810","940","1020","1150","1260","1400","1500","1520","1560","1590",
"Not classified","INX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2070","2540","2990","3390","3280","3580","4120","5120","6380","6780","6390","5720","5610","5630","6370","8220","10420","11100","12560","13130","14440","14600","15480","16920","19100","20810","21480","22700","24200","24150","24880","30080","37250","44500","48590","51010","52020","47160","44740","43100","42160","44450","46450","46680",
"Iran, Islamic Rep.","IRN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","260","290","300","340","370","400","460","560","750","1120","1500","2030","2090","2010","2290","2200","2470","3120","3320","3180","3510","3700","3560","3020","2590","2560","","","","","1330","1620","1820","1810","1730","1760","1800","1880","2190","2480","2910","3390","4160","4820","5370","6020","6730","7010","7120","6550","",
"Iraq","IRQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","3930","3460","3050","2360","2540","2750","3050","3520","3710","3710","7020","","","","","","","","","","","","","","","","2020","2510","3530","4020","4410","4790","6100","6800","6410","5550",
"Iceland","ISL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1540","1740","2050","2440","2980","3110","2790","2490","2540","3000","3720","4930","6650","7450","7930","8970","10800","13110","15360","16160","15020","12510","11830","11870","14170","19000","23350","24080","24680","25130","26370","25960","25530","25350","27180","28300","29010","30220","31540","30450","30380","33130","41410","50730","53490","62290","50020","42210","36670","37590","40530","46350","47720","49730",
"Israel","ISR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1420","1390","1320","1440","1470","1460","1620","1700","1750","1920","2270","2570","3390","3910","3840","3740","3910","4510","5350","6070","6010","5990","5980","5980","6450","7610","9230","9770","10860","11490","12590","13070","13830","14210","16600","18010","17720","17410","18800","19040","18340","18400","19940","21220","22060","23710","25920","27180","29640","31620","32470","34330","35340","35440",
"Italy","ITA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","1060","1160","1280","1410","1550","1700","1850","2060","2250","2610","3240","3920","4310","4500","4710","5250","6720","8410","8690","8190","7610","7740","8010","9350","12120","15910","17240","18610","20310","22890","21530","20800","20610","21770","22250","22140","21910","21820","21080","20640","23270","28220","32390","34210","35830","37770","37690","37700","37690","36000","35390","34540","32790",
"Jamaica","JAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","620","650","720","760","990","1030","1190","1380","1390","1460","1450","1320","1230","1310","1360","1350","1140","940","960","1180","1500","1710","1790","1760","1630","1800","1820","2120","2310","2530","2690","3030","3290","3280","3330","3530","3770","3920","4230","4480","4750","4500","4570","4810","5240","5300","5200","5010",
"Jordan","JOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","990","1250","1530","1910","2020","1990","1870","1870","1830","2020","2230","2230","1610","1350","1160","1350","1370","1420","1510","1520","1550","1580","1650","1800","1870","1920","2050","2330","2530","2720","2980","3400","3680","3820","3990","4210","4420","4590","4680",
"Japan","JPN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","610","690","800","890","1030","1200","1430","1660","1810","2090","2680","3570","4350","5060","5310","5840","7320","9280","10670","10940","10380","10060","10310","11360","13650","17800","24470","26640","27560","28290","30190","33170","36590","41270","42030","39230","33480","32830","34980","35600","33750","34010","37150","39140","38570","37590","37760","37470","41980","45190","47830","46340","41900","36680",
"Kazakhstan","KAZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","1310","1280","1340","1390","1390","1290","1260","1350","1520","1800","2300","2950","3860","4980","6150","6780","7440","8410","10220","12290","12490","11580",
"Kenya","KEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","100","110","110","120","120","130","140","130","160","190","200","230","250","250","280","330","400","460","450","400","340","320","310","340","380","410","400","380","350","330","270","260","270","340","390","440","440","420","410","390","420","470","530","600","730","860","930","1000","1040","1090","1180","1300","1340",
"Kyrgyz Republic","KGZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","450","370","360","390","390","360","300","280","280","290","340","400","450","500","610","760","860","850","880","1040","1220","1260","1170",
"Cambodia","KHM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","310","320","290","290","300","310","320","350","400","460","520","590","670","690","750","810","880","960","1020","1070",
"Kiribati","KIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","870","860","660","650","780","790","620","570","550","540","670","660","720","740","870","1030","1090","1160","1120","1390","1520","1340","1390","1390","1230","1310","1600","1760","1710","1810","1950","1870","1990","2060","2520","2870","3110","3230",
"St. Kitts and Nevis","KNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1370","1690","1860","1910","1970","2190","2420","2930","3480","4160","4410","4940","4940","5340","5770","6210","6800","7150","7520","7240","7660","8300","8830","9030","8950","9930","10970","11880","12540","13720","13100","12650","13090","13110","13990","14960","15560",
"Korea, Rep.","KOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","130","130","140","180","230","260","310","340","420","540","640","790","950","1250","1640","1900","2070","2080","2200","2360","2510","2930","3600","4590","5440","6480","7550","8290","8980","10010","11650","13080","13300","10120","10160","10750","11630","12470","13360","15650","17800","19980","22460","22850","21090","21320","22610","24630","25860","26970","27440",
"Kosovo","KSV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510","2800","3100","3280","3420","3640","3780","3960","4010","3950",
"Kuwait","KWT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","3610","3630","3530","3310","3510","3610","4290","6480","9840","14550","13760","15190","19010","19290","21140","18720","17670","16650","14710","16910","15630","14550","17700","","","","","","20130","20730","21790","20400","17770","19050","19790","19830","23300","28640","34600","41130","46930","50770","45010","41220","42860","49580","52060","49300","40930",
