Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Indonesia,IDN,Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838682.625,,,,,,,,,,1838682.625,,,,,,,,,,1838682.625,,,,,
Indonesia,IDN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42076.82813,,,,,,,,,,42076.82813,,,,,,,,,,42076.82813,,,,,
Indonesia,IDN,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,0.027777778,0.027777778,0.027777778,0.027777778,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.083333333,0.083333333,0.083333333,0.083333333,0.086111111,0.116666667,0.133333333,0.283333333,1.011111111,1.011111111,1.166666667,1.525,1.883333333,1.883333333,2.02652461,2.007692308,2.069085142,1.912139821,2.040083192,2.214765101,2.233743149,2.763674576,3.022099448,3.27762149,3.522714002,3.531311267,2.86438883,2.423243243,2.489839572,2.200507614,1.957560976,,,,,,,,,,,,,,,
Indonesia,IDN,Cereal production (metric tons),AG.PRD.CREL.MT,,14367100,16246900,13952800,16074600,15339500,17367400,15591101,20328850,20313080,22156220,22796490,21647980,25179300,25483788,25242090,25873084,26489786,29800800,29888191,33642843,37283478,36818521,40389883,43424273,43362447,45647142,45233872,48328093,50918096,51912780,50944146,56235467,54640825,53510380,57990042,60408927,58147907,59406188,60070424,61575000,59808000,61074973,63024042,65313711,66674991,66064400,70444963,76574994,82028630,84797028,83400154,88443150,89791565,89854891,
Indonesia,IDN,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,,21.38,22.73,21.63,22.9,22.99,23.67,22.81,26.2,26.71,28.26,28.89,28.85,31.32,32.63,31.95,31.69,33.06,35.29,37.03,40.04,42.86,42.14,45.21,49.08,50.14,52.64,53.39,56.45,59.51,61.68,62.08,67.32,67.85,68.34,76.09,76.07,73.11,74.59,76.05,78.63,80.87,85.35,90.96,94.91,98.49,106.6,109.81,114.83,120.94,123.46,127.07,135.62,136.58,,
Indonesia,IDN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,20.23,21.66,20.46,22,21.87,22.49,21.7,24.98,25.31,27.04,27.91,27.85,30.29,31.81,31.18,30.86,32.25,34.34,35.84,38.96,41.77,41.62,44.75,48.76,49.87,52.88,53.69,56.76,60.13,62.27,63.1,68.6,69.57,70.81,77.77,78.04,75.26,75.12,75.54,78.3,80.9,86.09,91.81,95.69,98.05,106.26,108.86,113.81,121.08,123.82,127.42,136.29,137.48,,
Indonesia,IDN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,16.85,17.65,17.65,18.37,18.61,18.24,18.12,19.36,19.47,21.6,22.37,23.5,24.07,25.49,26,27.11,27.43,28.28,30.64,32.66,34.29,36.27,40.77,43.73,46.52,51.79,53.32,55.42,58.68,62.8,66.71,71.3,76.82,82.43,79.52,83.33,83.03,72.76,68.68,74.42,80.46,89.79,94.53,99.42,95.38,105.21,104.69,106.24,110.62,119.12,127.52,134.17,139.86,,
Indonesia,IDN,Surface area (sq. km),AG.SRF.TOTL.K2,,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930
Indonesia,IDN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1541.7,1553.5,1501.9,1512.8,1559.8,1514.3,1549.3,1808.5,1944.1,2000.8,2081.7,2152.4,2127.2,2280.3,2307.3,2472.6,2424.5,2493,2622.4,2865.7,3022.1,3332.1,3320.3,3379.4,3513.3,3476.2,3604.7,3568.3,3778.6,3800.2,3862.1,3817.1,3916.3,3865.5,3842.8,3944.9,4011.4,3816.9,3895.7,4026.4,4044.9,4169.5,4248.1,4274.5,4311.3,4365.8,4464.8,4694.3,4812.7,4877.6,4886.3,5082,5085.4,5095.5,
Indonesia,IDN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,5.89031202,5.665407506,5.689405421,5.488946597,6.845748867,6.370170009,7.250135277,6.729541548,7.209093432,7.466801961,7.323200808,8.259997192,8.736962993,9.165471821,9.40424916,9.560641871,10.9145423,17.35776264,12.12463073,12.63549651,13.32564852,12.11679115,9.666083577,13.07668027,12.31124473,8.423619238,8.223363216,8.293452,6.525006197,5.712066617,6.000160478,6.306412928,6.351464452,6.409026207,
Indonesia,IDN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,,,,,,,,,,,,,,,,,,,,,,44.17767107,39.57219251,33.84365576,40.45765511,55.07302824,49.71804511,52.22972973,47.72036474,45.21051664,36.17899604,32.54113346,37.85185185,43.96709324,45.70777856,44.49039882,46.13250545,49.73204071,48.79190115,52.10374199,51.59127142,52.09739109,48.65088055,52.84278847,52.40404706,46.3329054,39.98164212,37.17376336,28.08847172,41.423082,36.44310866,35.47503184,38.45749117,37.2402391,36.66979809,
Indonesia,IDN,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,,,,,,,,,,,,,,,,,,,,,,4154000000,4016000000,4281000000,4889000000,4310000000,3948000000,4215000000,4584000000,5109000000,5599000000,6498000000,6482000000,6015000000,5741000000,7180000000,7218000000,8187000000,10098800000,10887159139,10900883886,8939900000,8365464062,7271950421,12912256500,15264309256,16376799713,18993864155,18747210098,17061238334,22632035699,29128282439,29277454169,29652127741,31837941186,
Indonesia,IDN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,21540000000,22716000000,22037000000,19286000000,17840000000,16194000000,16972000000,18437000000,21749000000,27511000000,31398000000,34874000000,38222000000,43738000000,54461000000,59379000000,62830000000,44030357373,42974513498,56002463130,50548622609,52696753633,56946585710,67472159281,86268317494,87614055150,1.01354E+11,1.36137E+11,1.04131E+11,1.45424E+11,1.88975E+11,2.12891E+11,2.11271E+11,2.01851E+11,
Indonesia,IDN,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,,,,,,,,,,,,,,,,,,,,,,3.807523009,4.220485397,4.745998608,3.887709365,2.710808179,3.031015038,3.04954955,3.26096396,3.257951829,3.868890357,4.145338208,3.624691358,3.159658745,3.111422565,3.330871492,3.210251668,3.064972602,2.759976736,2.197202127,2.065355222,1.803071093,1.837794888,1.721740474,4.536996394,3.952727029,3.382195826,4.218830042,3.598148568,7.443470461,6.615428729,6.450700134,5.233455754,5.029780625,4.725281178,
Indonesia,IDN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,16542000000,17854000000,17726000000,15047000000,12705000000,11938000000,12532000000,13831000000,16310000000,21455000000,24834000000,26774000000,28376000000,32322000000,40921000000,44240000000,46223000000,31942145700,30598450000,40365380000,34668480000,35651870000,39546170000,46615850000,64071490000,66053110000,76775450000,1.07667E+11,80979004083,1.18963E+11,1.57284E+11,1.78667E+11,1.76256E+11,1.6831E+11,
